R,1,1,1
R,2,2,2
R,3,3,3
R,4,4,4
R,5,5,5
R,6,6,6
R,7,7,7
R,8,8,8
R,9,9,9
R,10,10,10
R,11,11,11
R,12,12,12
R,13,13,13
R,14,14,14
R,15,15,15
R,16,16,16
0,16,17,16
300,9,18,9
310,12,19,12
310,5,20,5
320,8,21,8
320,14,22,14
330,3,23,3
340,6,24,6
340,7,25,7
340,11,26,11
340,10,27,10
350,13,28,13
350,15,29,15
350,1,30,1
360,2,31,2
360,4,32,4
360,15,33,15
550,29,34,29
570,15,35,15
720,33,36,33
740,29,37,29
780,34,38,34
780,35,39,35
920,36,40,36
940,7,41,7
970,12,42,12
970,16,43,16
970,37,44,37
970,5,45,5
980,6,46,6
980,17,47,17
980,19,48,19
980,29,49,29
980,34,50,34
980,10,51,10
1000,21,52,21
1000,24,53,24
1000,25,54,25
1000,30,55,30
1000,13,56,13
1010,14,57,14
1010,18,58,18
1010,22,59,22
1010,27,60,27
1010,1,61,1
1020,9,62,9
1020,20,63,20
1020,3,64,3
1030,4,65,4
1030,8,66,8
1030,23,67,23
1030,31,68,31
1030,2,69,2
1040,11,70,11
1050,32,71,32
1050,26,72,26
1060,28,73,28
1060,35,74,35
1100,40,75,40
1130,36,76,36
1140,34,77,34
1170,50,78,50
1170,29,79,29
1180,35,80,35
1290,74,81,74
1300,36,82,36
1340,40,83,40
1340,76,84,76
1340,77,85,77
1360,34,86,34
1370,78,87,78
1370,79,88,79
1380,15,89,15
1390,29,90,29
1390,33,91,33
1400,38,92,38
1470,81,93,81
1470,80,94,80
1490,40,95,40
1530,82,96,82
1530,36,97,36
1540,83,98,83
1540,76,99,76
1550,86,100,86
1550,87,101,87
1560,29,102,29
1580,34,103,34
1580,39,104,39
1590,90,105,90
1600,44,106,44
1610,12,107,12
1620,37,108,37
1620,56,109,56
1620,5,110,5
1640,48,111,48
1640,49,112,49
1640,19,113,19
1650,30,114,30
1650,9,115,9
1660,13,116,13
1660,16,117,16
1660,22,118,22
1660,1,119,1
1670,14,120,14
1670,17,121,17
1670,21,122,21
1670,42,123,42
1670,45,124,45
1670,53,125,53
1670,61,126,61
1670,93,127,93
1670,18,128,18
1680,25,129,25
1680,43,130,43
1680,52,131,52
1680,58,132,58
1680,67,133,67
1680,2,134,2
1690,3,135,3
1690,6,136,6
1690,7,137,7
1690,23,138,23
1690,31,139,31
1690,51,140,51
1690,55,141,55
1690,68,142,68
1690,80,143,80
1690,4,144,4
1700,10,145,10
1700,24,146,24
1700,41,147,41
1700,46,148,46
1700,47,149,47
1700,64,150,64
1700,66,151,66
1700,69,152,69
1700,57,153,57
1710,59,154,59
1710,63,155,63
1710,54,156,54
1720,60,157,60
1720,62,158,62
1720,26,159,26
1730,27,160,27
1730,40,161,40
1730,65,162,65
1730,70,163,70
1730,71,164,71
1730,82,165,82
1730,8,166,8
1740,20,167,20
1740,36,168,36
1740,72,169,72
1740,86,170,86
1740,95,171,95
1740,96,172,96
1740,97,173,97
1740,100,174,100
1740,11,175,11
1750,28,176,28
1760,83,177,83
1760,98,178,98
1760,101,179,101
1760,32,180,32
1770,103,181,103
1770,34,182,34
1780,29,183,29
1790,73,184,73
1790,102,185,102
1800,75,186,75
1830,50,187,50
1850,93,188,93
1860,143,189,143
1880,80,190,80
1900,35,191,35
1910,86,192,86
1930,170,193,170
1930,36,194,36
1950,74,195,74
1950,96,196,96
1950,168,197,168
1950,95,198,95
1960,97,199,97
1960,161,200,161
1960,171,201,171
1960,98,202,98
1970,173,203,173
1970,178,204,178
1970,34,205,34
1980,85,206,85
1990,102,207,102
1990,182,208,182
1990,29,209,29
2000,77,210,77
2000,183,211,183
2000,185,212,185
2010,89,213,89
2040,15,214,15
2070,78,215,78
2080,84,216,84
2080,88,217,88
2080,93,218,93
2080,33,219,33
2090,79,220,79
2090,91,221,91
2100,189,222,189
2100,86,223,86
2130,92,224,92
2140,170,225,170
2140,190,226,190
2140,193,227,193
2140,80,228,80
2150,81,229,81
2160,38,230,38
2170,96,231,96
2190,168,232,168
2190,194,233,194
2190,196,234,196
2190,197,235,197
2190,198,236,198
