2190,201,237,201
2190,205,238,205
2190,34,239,34
2200,36,240,36
2200,95,241,95
2200,202,242,202
2200,203,243,203
2200,207,244,207
2200,94,245,94
2210,102,246,102
2210,178,247,178
2210,182,248,182
2210,199,249,199
2210,200,250,200
2210,29,251,29
2220,76,252,76
2220,209,253,209
2220,99,254,99
2240,87,255,87
2260,44,256,44
2270,107,257,107
2270,12,258,12
2280,39,259,39
2310,17,260,17
2320,37,261,37
2320,218,262,218
2320,19,263,19
2330,121,264,121
2330,193,265,193
2330,227,266,227
2330,170,267,170
2340,225,268,225
2340,106,269,106
2350,151,270,151
2350,22,271,22
2360,222,272,222
2360,65,273,65
2370,105,274,105
2370,111,275,111
2370,189,276,189
2370,113,277,113
2380,42,278,42
2390,100,279,100
2400,108,280,108
2400,144,281,144
2400,48,282,48
2410,52,283,52
2410,90,284,90
2410,190,285,190
2410,205,286,205
2410,123,287,123
2420,226,288,226
2420,228,289,228
2420,229,290,229
2420,238,291,238
2420,244,292,244
2420,34,293,34
2430,66,294,66
2430,237,295,237
2430,8,296,8
2440,131,297,131
2440,236,298,236
2450,246,299,246
2450,168,300,168
2460,198,301,198
2460,201,302,201
2460,209,303,209
2460,251,304,251
2460,4,305,4
2470,95,306,95
2470,200,307,200
2470,202,308,202
2470,232,309,232
2470,242,310,242
2470,247,311,247
2470,36,312,36
2480,135,313,135
2480,166,314,166
2480,194,315,194
2480,203,316,203
2480,233,317,233
2480,234,318,234
2480,240,319,240
2480,14,320,14
2490,122,321,122
2490,174,322,174
2490,179,323,179
2490,253,324,253
2490,21,325,21
2500,49,326,49
2500,117,327,117
2500,181,328,181
2500,199,329,199
2500,3,330,3
2510,16,331,16
2510,64,332,64
2520,162,333,162
2520,147,334,147
2550,164,335,164
2560,7,336,7
2570,71,337,71
2570,133,338,133
2570,67,339,67
2580,69,340,69
2580,32,341,32
2590,101,342,101
2600,138,343,138
2600,268,344,268
2600,180,345,180
2610,227,346,227
