N,t,S,SH,Epi,D
1900,0.5,95.0,18.349057930647231,32.130499999999998,13.781442069352773
1900,0.8,95.0,18.349057930647231,35.938575376884422,17.589517446237195
1900,0.9,94.950000000000003,18.339400531736366,36.785010050251252,18.445609518514896
1900,1,70.0,13.520358475213749,37.364042713567841,23.843684238354093
2000,0.1,95.0,18.349057930647231,25.378904522613063,7.0298465919658355
2000,0.5,95.0,18.349057930647231,32.269414572864321,13.920356642217092
2000,0.8,95.0,18.349057930647231,35.895025125628138,17.545967194980911
2000,0.9,94.900000000000006,18.329743132825499,36.553394472361802,18.22365133953631
2000,1,70.0,13.520358475213749,37.260113065326628,23.739754590112884
2100,0.1,95.0,18.349057930647231,25.605032663316582,7.2559747326693538
2100,0.5,95.0,18.349057930647231,32.132108040201004,13.783050109553775
2100,0.8,95.0,18.349057930647231,35.757829145728643,17.408771215081416
2100,0.9,94.950000000000003,18.339400531736366,36.732758793969843,18.393358262233487
2100,1,70.0,13.520358475213749,37.358608040201005,23.838249564987255
2200,0.1,95.0,18.349057930647231,25.719939698492464,7.3708817678452352
2200,0.5,95.0,18.349057930647231,32.33065829145729,13.981600360810058
2200,0.8,95.0,18.349057930647231,35.816525125628139,17.467467194980909
2200,0.9,94.799999999999997,18.310428335003763,36.80722613065327,18.496797795649506
2200,1,70.0,13.520358475213749,37.328530150753764,23.808171675540024
2300,0.1,95.0,18.349057930647231,25.531693467336684,7.182635536689455
2300,0.5,95.0,18.349057930647231,32.233218592964825,13.884160662317594
2300,0.8,95.0,18.349057930647231,35.812801507537692,17.463743576890458
2300,0.9,94.849999999999994,18.320085733914631,36.587364321608035,18.267278587693415
2300,1,70.0,13.520358475213749,37.259374371859295,23.739015896645547
2400,0.1,95.0,18.349057930647231,25.722311557788949,7.3732536271417164
2400,0.5,95.0,18.349057930647231,32.162728643216077,13.813670712568854
2400,0.8,95.0,18.349057930647231,35.920773869346732,17.571715938699505
2400,0.9,94.799999999999997,18.310428335003763,36.4895,18.179071664996236
2400,1,70.0,13.520358475213749,37.458434673366824,23.938076198153084
2500,0.1,95.0,18.349057930647231,25.597173366834166,7.2481154361869455
2500,0.5,95.0,18.349057930647231,32.398977386934675,14.049919456287446
2500,0.8,95.0,18.349057930647231,35.585354271356792,17.236296340709558
2500,0.9,95.0,18.349057930647231,36.669208542713562,18.320150612066339
2500,1,70.0,13.520358475213749,37.380218592964823,23.859860117751076
2600,0.1,95.0,18.349057930647231,25.457967336683414,7.1089094060361901
2600,0.5,95.0,18.349057930647231,32.496248743718596,14.147190813071367
2600,0.8,95.0,18.349057930647231,35.775932160804011,17.426874230156788
2600,0.9,94.849999999999994,18.320085733914631,36.653670854271354,18.33358512035673
2600,1,70.0,13.520358475213749,37.471424623115574,23.951066147901827
2700,0.1,95.0,18.349057930647231,25.209404522613063,6.8603465919658362
2700,0.5,95.0,18.349057930647231,32.259942211055268,13.91088428040805
2700,0.8,95.0,18.349057930647231,35.757010050251253,17.40795211960403
2700,0.9,94.650000000000006,18.28145613827116,36.469198492462318,18.187742354191151
2700,1,70.0,13.520358475213749,37.475751256281413,23.955392781067655
2800,0.1,95.0,18.349057930647231,25.422688442211051,7.0736305115638274
2800,0.5,95.0,18.349057930647231,32.304560301507529,13.955502370860312
2800,0.8,95.0,18.349057930647231,35.789118090452263,17.440060159805036
2800,0.9,95.0,18.349057930647231,36.69738190954773,18.34832397890051
2800,1,70.0,13.520358475213749,37.455959798994982,23.935601323781224
2900,0.1,95.0,18.349057930647231,25.63107035175879,7.2820124211115687
2900,0.5,95.0,18.349057930647231,32.308379396984925,13.959321466337695
2900,0.8,95.0,18.349057930647231,35.69189447236181,17.342836541714583
2900,0.9,94.900000000000006,18.329743132825495,36.568630653266332,18.238887520440841
2900,1,70.0,13.520358475213749,37.380130653266335,23.859772178052584
3000,0.1,95.0,18.349057930647231,25.541203517587938,7.1921455869407112
3000,0.5,95.0,18.349057930647231,32.153306532663315,13.804248602016088
3000,0.8,95.0,18.349057930647231,35.549221105527636,17.200163174880409
3000,0.9,94.950000000000003,18.339400531736366,36.525263819095478,18.185863287359116
3000,1,70.0,13.520358475213749,37.446223618090443,23.925865142876699
3100,0.1,95.0,18.349057930647231,25.52543718592965,7.1763792552824217
3100,0.5,95.0,18.349057930647231,32.419522613065325,14.0704646824181
3100,0.8,94.950000000000003,18.339400531736366,35.662115577889438,17.322715046153089
3100,0.9,94.950000000000003,18.339400531736366,36.731311557788949,18.391911026052583
3100,1,70.0,13.520358475213749,37.434241206030144,23.9138827308164
3200,0.1,95.0,18.349057930647231,25.413851758793967,7.0647938281467422
3200,0.5,95.0,18.349057930647231,32.384095477386929,14.035037546739705
3200,0.8,95.0,18.349057930647231,35.634623115577895,17.285565184930661
3200,0.9,94.950000000000003,18.339400531736366,36.687952261306535,18.348551729570168
3200,1,70.0,13.520358475213749,37.32329899497487,23.802940519761126
3300,0.1,95.0,18.349057930647231,25.380080402010051,7.0310224713628227
3300,0.5,95.0,18.349057930647231,32.237432160804012,13.888374230156794
3300,0.8,95.0,18.349057930647231,35.759942211055282,17.410884280408045
3300,0.9,94.900000000000006,18.329743132825499,36.673748743718583,18.344005610893099
3300,1,70.0,13.520358475213749,37.347560301507528,23.827201826293795
3400,0.1,95.0,18.349057930647231,25.572560301507536,7.2235023708603077
3400,0.5,95.0,18.349057930647231,32.580261306532655,14.231203375885434
3400,0.8,95.0,18.349057930647231,35.751201005025123,17.402143074377896
3400,0.9,94.150000000000006,18.184882149162494,36.832927135678389,18.648044986515906
3400,1,70.0,13.520358475213749,37.428148241206031,23.907789765992284
3500,0.1,95.0,18.349057930647231,25.450273869346727,7.1012159386995055
3500,0.5,95.0,18.349057930647231,31.975070351758795,13.626012421111565
3500,0.8,95.0,18.349057930647231,35.838896984924624,17.489839054277397
3500,0.9,94.950000000000003,18.339400531736366,36.821402010050249,18.482001478313894
3500,1,70.0,13.520358475213749,37.311472361809038,23.791113886595301
3600,0.1,95.0,18.349057930647231,25.638997487437184,7.2899395567899603
3600,0.5,95.0,18.349057930647231,32.271756281407036,13.922698350759806
3600,0.8,95.0,18.349057930647231,35.815582914572857,17.466524983925638
3600,0.9,94.799999999999997,18.310428335003763,36.810035175879406,18.499606840875636
3600,1,70.0,13.520358475213749,37.426731155778896,23.906372680565148
3700,0.1,95.0,18.349057930647231,25.532525125628144,7.1834671949809117
3700,0.5,95.0,18.349057930647231,32.447917085427136,14.098859154779905
3700,0.8,95.0,18.349057930647231,35.728567839195975,17.379509908548748
3700,0.9,94.950000000000003,18.339400531736366,36.843972361809051,18.504571830072685
3700,1,70.0,13.520358475213749,37.327075376884423,23.806716901670676
3800,0.1,95.0,18.349057930647231,25.295655778894474,6.9465978482472455
3800,0.5,95.0,18.349057930647231,32.060927135678391,13.711869205031167
3800,0.8,95.0,18.349057930647231,35.615567839195975,17.266509908548755
3800,0.9,94.900000000000006,18.329743132825495,36.557979899497482,18.228236766671991
3800,1,70.0,13.520358475213749,37.439748743718596,23.919390268504845
3900,0.1,95.0,18.349057930647231,25.738404522613063,7.389346591965837
3900,0.5,95.0,18.349057930647231,32.527412060301508,14.178354129654277
3900,0.8,95.0,18.349057930647231,35.736309045226129,17.387251114578909
3900,0.9,94.950000000000003,18.339400531736366,36.637113065326631,18.297712533590275
3900,1,70.0,13.520358475213749,37.29944723618091,23.779088760967156
4000,0.1,95.0,18.349057930647231,25.749738693467339,7.4006807628201088
4000,0.5,95.0,18.349057930647231,31.87767839195979,13.528620461312574
4000,0.8,95.0,18.349057930647231,35.805379396984918,17.456321466337695
4000,0.9,94.950000000000003,18.339400531736366,36.586623115577893,18.247222583841527
4000,1,70.0,13.520358475213749,37.351140703517594,23.830782228303839
4100,0.1,95.0,18.349057930647231,25.609756281407034,7.2606983507598075
4100,0.5,95.0,18.349057930647231,32.128806532663319,13.77974860201609
4100,0.8,94.950000000000003,18.339400531736366,35.643974874371864,17.304574342635497
4100,0.9,95.0,18.349057930647231,36.655816582914568,18.306758652267344
4100,1,70.0,13.520358475213749,37.244839195979893,23.724480720766152
4200,0.1,95.0,18.349057930647231,25.681206030150754,7.3321480995035255
4200,0.5,95.0,18.349057930647231,32.303221105527641,13.954163174880412
4200,0.8,95.0,18.349057930647231,35.702917085427131,17.353859154779908
4200,0.9,94.599999999999994,18.271798739360293,36.595819095477381,18.324020356117096
4200,1,70.0,13.520358475213749,37.367148241206039,23.846789765992281
4300,0.1,95.0,18.349057930647231,25.661417085427139,7.3123591547799069
4300,0.5,95.0,18.349057930647231,32.402452261306536,14.053394330659302
4300,0.8,94.950000000000003,18.339400531736366,35.71147989949749,17.372079367761124
4300,0.9,94.950000000000003,18.339400531736366,36.653133165829139,18.313732634092787
4300,1,70.0,13.520358475213749,37.325075376884421,23.804716901670677
4400,0.1,95.0,18.349057930647231,25.40800251256281,7.0589445819155854
4400,0.5,95.0,18.349057930647231,32.017251256281398,13.668193325634178
4400,0.8,95.0,18.349057930647231,35.781771356783921,17.43271342613669
4400,0.9,94.950000000000003,18.339400531736366,36.460726130653264,18.121325598916904
4400,1,70.0,13.520358475213749,37.464575376884419,23.944216901670679
4500,0.1,95.0,18.349057930647231,25.652977386934673,7.3039194562874457
4500,0.5,95.0,18.349057930647231,32.360645728643213,14.01158779799599
4500,0.8,95.0,18.349057930647231,35.648929648241207,17.299871717593977
4500,0.9,94.900000000000006,18.329743132825499,36.724967336683406,18.395224203857925
4500,1,70.0,13.520358475213749,37.424193467336686,23.903834992122935
4600,0.1,95.0,18.349057930647231,25.446077889447231,7.0970199588000096
4600,0.5,95.0,18.349057930647231,32.533402010050239,14.184344079403024
4600,0.8,95.0,18.349057930647231,35.73083165829145,17.38177372764423
4600,0.9,95.0,18.349057930647231,36.563108040201001,18.214050109553774
4600,1,70.0,13.520358475213749,37.174977386934678,23.654618911720924
4700,0.1,95.0,18.349057930647231,25.398077889447233,7.0490199588000095
4700,0.5,95.0,18.349057930647231,32.301605527638195,13.952547596990962
4700,0.8,95.0,18.349057930647231,35.933457286432159,17.584399355784935
4700,0.9,94.799999999999997,18.310428335003763,36.643680904522604,18.333252569518852
4700,1,70.0,13.520358475213749,37.410575376884417,23.890216901670673
4800,0.1,95.0,18.349057930647231,25.447701005025124,7.0986430743778985
4800,0.5,95.0,18.349057930647231,32.101457286432165,13.752399355784931
4800,0.8,95.0,18.349057930647231,35.805949748743714,17.456891818096487
4800,0.9,94.900000000000006,18.329743132825495,36.720135678391955,18.390392545566467
4800,1,70.0,13.520358475213749,37.434047738693465,23.913689263479718
4900,0.1,95.0,18.349057930647231,25.073771356783912,6.7247134261366925
4900,0.5,95.0,18.349057930647231,32.226500000000001,13.877442069352771
4900,0.8,95.0,18.349057930647231,35.637198492462304,17.288140561815084
4900,0.9,94.900000000000006,18.329743132825499,36.460922110552772,18.131178977727274
4900,1,70.0,13.520358475213749,37.302939698492466,23.782581223278711
5000,0.1,95.0,18.349057930647231,25.656944723618089,7.307886792970864
5000,0.5,95.0,18.349057930647231,32.238944723618097,13.889886792970861
5000,0.8,95.0,18.349057930647231,35.562726130653267,17.21366820000604
5000,0.9,94.799999999999997,18.310428335003763,36.780972361809049,18.470544026805289
5000,1,70.0,13.520358475213749,37.336120603015075,23.815762127801328
5100,0.1,95.0,18.349057930647231,25.584580402010051,7.2355224713628221
5100,0.5,95.0,18.349057930647231,32.136942211055278,13.787884280408045
5100,0.8,95.0,18.349057930647231,35.587135678391959,17.238077747744729
5100,0.9,95.0,18.349057930647231,36.477168341708548,18.128110411061311
5100,1,70.0,13.520358475213749,37.433736180904518,23.91337770569077
5200,0.1,95.0,18.349057930647231,25.316155778894476,6.9670978482472439
5200,0.5,95.0,18.349057930647231,32.574123115577898,14.22506518493066
5200,0.8,95.0,18.349057930647231,35.705997487437187,17.35693955678996
5200,0.9,94.900000000000006,18.329743132825499,36.469600502512563,18.139857369687071
5200,1,70.0,13.520358475213749,37.348208542713564,23.827850067499821
5300,0.1,95.0,18.349057930647231,25.660758793969848,7.3117008633226224
5300,0.5,95.0,18.349057930647231,32.4588567839196,14.10979885327237
5300,0.8,95.0,18.349057930647231,35.7557663316583,17.406708401011066
5300,0.9,94.900000000000006,18.329743132825499,36.612108040201008,18.282364907375509
5300,1,70.0,13.520358475213749,37.345545226130646,23.825186750916906
5400,0.1,95.0,18.349057930647231,25.412929648241203,7.0638717175939787
5400,0.5,95.0,18.349057930647231,32.108010050251252,13.758952119604027
5400,0.8,95.0,18.349057930647231,35.820316582914572,17.471258652267345
5400,0.9,94.700000000000003,18.291113537182028,36.807726130653272,18.51661259347124
5400,1,70.0,13.520358475213749,37.333768844221098,23.813410369007364
5500,0.1,95.0,18.349057930647231,25.573462311557783,7.2244043809105589
5500,0.5,95.0,18.349057930647231,32.111768844221103,13.762710913573878
5500,0.8,95.0,18.349057930647231,35.829276381909537,17.480218451262321
5500,0.9,94.950000000000003,18.339400531736366,36.720628140703511,18.381227608967155
5500,1,70.0,13.520358475213749,37.352123115577875,23.831764640364138
5600,0.1,95.0,18.349057930647231,25.455020100502512,7.1059621698552844
5600,0.5,95.0,18.349057930647231,32.021987437185928,13.672929506538702
5600,0.8,95.0,18.349057930647231,35.904753768844216,17.555695838197
5600,0.9,94.849999999999994,18.320085733914631,36.602545226130651,18.282459492216027
5600,1,70.0,13.520358475213749,37.465736180904514,23.94537770569077
5700,0.1,95.0,18.349057930647231,25.558130653266325,7.2090727226191031
5700,0.5,95.0,18.349057930647231,32.215472361809042,13.866414431161814
5700,0.8,95.0,18.349057930647231,35.624243718592972,17.27518578794573
5700,0.9,94.950000000000003,18.339400531736366,36.564241206030154,18.224840674293791
5700,1,70.0,13.520358475213749,37.305236180904522,23.784877705690775
5800,0.1,95.0,18.349057930647231,25.394150753768841,7.0450928231216166
5800,0.5,95.0,18.349057930647231,31.825080402010052,13.476022471362821
5800,0.8,95.0,18.349057930647231,35.861600502512559,17.512542571865332
5800,0.9,94.900000000000006,18.329743132825499,36.690826633165827,18.361083500340335
5800,1,70.0,13.520358475213749,37.386788944723627,23.866430469509869
5900,0.1,95.0,18.349057930647231,25.529334170854266,7.1802762402070446
5900,0.5,95.0,18.349057930647231,32.224130653266329,13.875072722619104
5900,0.8,95.0,18.349057930647231,35.769716080402006,17.420658149754786
5900,0.9,95.0,18.349057930647231,36.656904522613061,18.307846591965838
5900,1,70.0,13.520358475213749,37.519811557788948,23.999453082575194
6000,0.1,95.0,18.349057930647231,25.689839195979893,7.3407812653326712
6000,0.5,95.0,18.349057930647231,32.30147989949748,13.952421968850263
6000,0.8,95.0,18.349057930647231,35.879467336683405,17.530409406036192
6000,0.9,94.900000000000006,18.329743132825499,36.734072864321611,18.404329731496112
6000,1,70.0,13.520358475213749,37.370168341708549,23.849809866494795
6100,0.1,95.0,18.349057930647231,25.367532663316581,7.0184747326693557
6100,0.5,95.0,18.349057930647231,32.160670854271366,13.811612923624129
6100,0.8,95.0,18.349057930647231,35.854587939698497,17.505530009051263
6100,0.9,94.900000000000006,18.329743132825495,36.643804020100497,18.314060887275009
6100,1,70.0,13.520358475213749,37.5138567839196,23.993498308705849
6200,0.1,95.0,18.349057930647231,25.392811557788939,7.043753627141716
6200,0.5,95.0,18.349057930647231,32.478902010050248,14.129844079403023
6200,0.8,95.0,18.349057930647231,35.781969849246238,17.432911918599004
6200,0.9,94.75,18.300770936092896,36.534949748743728,18.234178812650825
6200,1,70.0,13.520358475213749,37.337394472361808,23.817035997148061
6300,0.1,95.0,18.349057930647231,25.263271356783918,6.9142134261366932
6300,0.5,95.0,18.349057930647231,32.405208542713567,14.056150612066338
6300,0.8,95.0,18.349057930647231,35.686326633165827,17.337268702518603
6300,0.9,94.900000000000006,18.329743132825499,36.566030150753761,18.236287017928273
6300,1,70.0,13.520358475213749,37.364148241206024,23.84378976599228
6400,0.1,95.0,18.349057930647231,25.289861809045224,6.9408038783979977
6400,0.5,95.0,18.349057930647231,32.233663316582913,13.884605385935691
6400,0.8,94.950000000000003,18.339400531736366,35.882439698492462,17.543039166756103
6400,0.9,95.0,18.349057930647231,36.510334170854271,18.161276240207041
6400,1,70.0,13.520358475213749,37.301080402010044,23.7807219267963
6500,0.1,95.0,18.349057930647231,25.663201005025126,7.3141430743778981
6500,0.5,95.0,18.349057930647231,32.202585427135681,13.85352749648845
6500,0.8,95.0,18.349057930647231,35.656500000000008,17.307442069352771
6500,0.9,95.0,18.349057930647231,36.705226130653266,18.356168200006039
6500,1,70.0,13.520358475213749,37.347917085427135,23.827558610213384
6600,0.1,95.0,18.349057930647231,25.419017587939695,7.0699596572924692
6600,0.5,95.0,18.349057930647231,32.252253768844227,13.903195838196989
6600,0.8,95.0,18.349057930647231,35.870597989949744,17.521540059302517
6600,0.9,94.900000000000006,18.329743132825499,36.603261306532673,18.273518173707167
6600,1,70.0,13.520358475213749,37.365150753768837,23.844792278555097
6700,0.1,95.0,18.349057930647231,25.826952261306531,7.4778943306593053
6700,0.5,95.0,18.349057930647231,32.12037939698493,13.771321466337696
6700,0.8,95.0,18.349057930647231,35.656479899497484,17.307421968850257
6700,0.9,94.849999999999994,18.320085733914631,36.72987185929648,18.409786125381853
6700,1,70.0,13.520358475213749,37.384716080402008,23.864357605188257
6800,0.1,95.0,18.349057930647231,25.735314070351755,7.3862561397045337
6800,0.5,95.0,18.349057930647231,32.11573618090452,13.766678250257295
6800,0.8,95.0,18.349057930647231,35.951263819095473,17.602205888448246
6800,0.9,94.799999999999997,18.310428335003763,36.685768844221094,18.375340509217345
6800,1,70.0,13.520358475213749,37.392286432160795,23.871927956947054
6900,0.1,95.0,18.349057930647231,25.20144221105528,6.8523842804080486
6900,0.5,95.0,18.349057930647231,32.346572864321615,13.997514933674378
6900,0.8,95.0,18.349057930647231,35.567562814070349,17.218504883423122
6900,0.9,94.950000000000003,18.339400531736366,36.505994974874376,18.166594443138017
6900,1,70.0,13.520358475213749,37.447213567839199,23.926855092625448
7000,0.1,95.0,18.349057930647231,25.522060301507544,7.1730023708603081
7000,0.5,95.0,18.349057930647231,31.919424623115571,13.570366692468349
7000,0.8,95.0,18.349057930647231,35.724283919597994,17.375225988950767
7000,0.9,94.700000000000003,18.291113537182031,36.656138190954778,18.365024653772746
7000,1,70.0,13.520358475213749,37.356753768844221,23.836395293630471
7100,0.1,95.0,18.349057930647231,25.559108040201004,7.2100501095537792
7100,0.5,95.0,18.349057930647231,32.065163316582911,13.716105385935682
7100,0.8,95.0,18.349057930647231,35.793886934673374,17.44482900402614
7100,0.9,94.950000000000003,18.339400531736366,36.630158291457292,18.290757759720925
7100,1,70.0,13.520358475213749,37.443552763819092,23.923194288605352
7200,0.1,95.0,18.349057930647231,25.313902010050253,6.9648440794030249
7200,0.5,95.0,18.349057930647231,32.224090452261308,13.875032521614079
7200,0.8,95.0,18.349057930647231,35.783427135678394,17.434369205031157
7200,0.9,94.950000000000003,18.339400531736366,36.704693467336682,18.365292935600319
7200,1,70.0,13.520358475213749,37.363105527638183,23.842747052424443
7300,0.1,95.0,18.349057930647231,25.398844221105524,7.0497862904582984
7300,0.5,95.0,18.349057930647231,32.498195979899492,14.149138049252272
7300,0.8,95.0,18.349057930647231,35.855283919597994,17.50622598895076
7300,0.9,94.950000000000003,18.339400531736366,36.536919597989943,18.197519066253584
7300,1,70.0,13.520358475213749,37.313824120603009,23.793465645389269
7400,0.1,95.0,18.349057930647231,25.234758793969846,6.8857008633226213
7400,0.5,95.0,18.349057930647231,31.953027638190953,13.603969707543726
7400,0.8,95.0,18.349057930647231,35.735005025125631,17.385947094478393
7400,0.9,94.900000000000006,18.329743132825499,36.66316331658291,18.333420183757418
7400,1,70.0,13.520358475213749,37.398703517587933,23.878345042374189
7500,0.1,95.0,18.349057930647231,25.474158291457289,7.1251003608100607
7500,0.5,95.0,18.349057930647231,32.203972361809043,13.85491443116182
7500,0.8,95.0,18.349057930647231,35.891407035175874,17.542349104528654
7500,0.9,94.849999999999994,18.320085733914631,36.638396984924618,18.318311251009995
7500,1,70.0,13.520358475213749,37.426221105527638,23.905862630313887
7600,0.1,95.0,18.349057930647231,25.50757286432161,7.1585149336743799
7600,0.5,95.0,18.349057930647231,32.36999497487438,14.020937044227143
7600,0.8,95.0,18.349057930647231,35.713773869346731,17.364715938699504
7600,0.9,94.900000000000006,18.329743132825499,36.642997487437185,18.313254354611693
7600,1,70.0,13.520358475213749,37.393000000000001,23.872641524786246
7700,0.1,95.0,18.349057930647231,25.305678391959795,6.9566204613125704
7700,0.5,95.0,18.349057930647231,32.313974874371851,13.964916943724631
7700,0.8,95.0,18.349057930647231,35.923530150753763,17.574472220106543
7700,0.9,94.950000000000003,18.339400531736366,36.526939698492463,18.1875391667561
7700,1,70.0,13.520358475213749,37.404793969849251,23.8844354946355
7800,0.1,95.0,18.349057930647231,25.547092964824124,7.1980350341768942
7800,0.5,95.0,18.349057930647231,32.485125628140707,14.136067697493477
7800,0.8,95.0,18.349057930647231,35.792251256281403,17.44319332563418
7800,0.9,94.950000000000003,18.339400531736366,36.651128140703513,18.311727608967153
7800,1,70.0,13.520358475213749,37.24543467336683,23.725076198153086
7900,0.1,95.0,18.349057930647231,25.508216080402008,7.1591581497547789
7900,0.5,95.0,18.349057930647231,32.262701005025114,13.913643074377898
7900,0.8,95.0,18.349057930647231,35.865648241206038,17.516590310558804
7900,0.9,94.900000000000006,18.329743132825499,36.6839095477387,18.354166414913202
7900,1,70.0,13.520358475213749,37.377211055276383,23.856852580062633
